epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_O_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_O_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_O_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_O_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       960, 232374.055,    0.005,       0.00027203,       2.4669e-06,        0.0002745,     0.000395,     0.000626,      0.00033,     0.000413,     0.000485,     0.000414,      0.00041,     0.000602,     0.000551,     0.000668,     0.000604,     0.000606,      0.00255,     4.26e-05,       0.00012156,       2.7287e-08,       0.00012159,      0.00019,     0.000419,     0.000177,     0.000192,     0.000207,     0.000202,     0.000195,     0.000424,     0.000298,     0.000423,     0.000409,     0.000389,     0.000272,     4.54e-06
       961, 232616.550,    0.005,       0.00029391,       3.4123e-06,       0.00029732,     0.000422,     0.000651,     0.000356,     0.000426,     0.000509,     0.000467,      0.00044,     0.000614,     0.000577,     0.000702,     0.000679,     0.000643,      0.00329,     5.48e-05,       0.00010222,       2.2261e-08,       0.00010225,     0.000185,     0.000384,     0.000173,     0.000189,     0.000201,     0.000195,      0.00019,     0.000388,     0.000285,     0.000393,     0.000351,     0.000354,     0.000233,     3.88e-06
       962, 232862.487,    0.005,       0.00073349,       6.9519e-06,       0.00074044,     0.000631,      0.00103,     0.000535,     0.000581,     0.000759,     0.000717,     0.000648,     0.000994,     0.000784,      0.00108,      0.00109,     0.000988,      0.00338,     5.63e-05,       0.00021634,       5.9183e-08,        0.0002164,     0.000244,     0.000559,     0.000229,     0.000232,     0.000262,     0.000272,     0.000249,     0.000587,     0.000372,     0.000525,     0.000593,     0.000519,     0.000413,     6.88e-06
       963, 233107.759,    0.005,       0.00024744,       2.2048e-06,       0.00024965,     0.000355,     0.000597,     0.000317,      0.00035,     0.000407,     0.000379,     0.000363,     0.000608,     0.000481,     0.000589,     0.000612,     0.000572,      0.00222,     3.71e-05,       0.00013676,       2.8358e-08,       0.00013679,     0.000196,     0.000444,     0.000185,     0.000191,     0.000207,     0.000213,     0.000199,     0.000464,     0.000299,     0.000427,     0.000439,     0.000407,     0.000259,     4.31e-06
       964, 233353.752,    0.005,       0.00018063,       1.1892e-06,       0.00018182,     0.000319,      0.00051,     0.000278,     0.000345,     0.000371,     0.000347,     0.000335,     0.000502,     0.000477,     0.000522,     0.000519,     0.000505,      0.00171,     2.86e-05,       0.00011147,       2.7364e-08,        0.0001115,     0.000185,     0.000401,     0.000175,     0.000184,     0.000197,     0.000202,      0.00019,     0.000409,     0.000279,     0.000402,     0.000384,     0.000369,     0.000287,     4.79e-06
       965, 233600.127,    0.005,        0.0002174,       8.1958e-07,       0.00021822,     0.000352,     0.000559,     0.000308,     0.000341,     0.000414,     0.000364,     0.000357,      0.00055,     0.000457,     0.000582,      0.00055,     0.000534,      0.00158,     2.64e-05,       0.00010417,       2.7192e-08,       0.00010419,     0.000183,     0.000388,     0.000172,     0.000181,     0.000198,     0.000195,     0.000186,     0.000394,     0.000278,     0.000393,     0.000358,     0.000356,     0.000255,     4.24e-06
       966, 233844.243,    0.005,       0.00028889,       1.9373e-06,       0.00029082,     0.000401,     0.000645,     0.000341,     0.000404,     0.000485,     0.000419,     0.000412,     0.000628,     0.000549,     0.000677,     0.000646,     0.000625,      0.00218,     3.64e-05,       0.00011635,       2.6149e-08,       0.00011638,     0.000183,      0.00041,     0.000172,     0.000185,     0.000197,     0.000199,     0.000188,     0.000423,     0.000286,     0.000403,     0.000396,     0.000377,     0.000256,     4.26e-06
       967, 234088.806,    0.005,       0.00031274,       2.1467e-06,       0.00031489,     0.000428,     0.000671,     0.000361,      0.00044,     0.000515,      0.00048,     0.000449,     0.000639,     0.000594,     0.000717,     0.000697,     0.000662,       0.0026,     4.33e-05,        0.0001034,       3.8233e-08,       0.00010343,     0.000184,     0.000386,     0.000171,     0.000186,       0.0002,       0.0002,     0.000189,     0.000393,     0.000278,     0.000388,     0.000364,     0.000356,     0.000335,     5.59e-06
       968, 234332.660,    0.005,       0.00055573,       3.4701e-06,        0.0005592,     0.000544,     0.000895,     0.000448,     0.000568,     0.000674,     0.000579,     0.000567,     0.000846,      0.00078,     0.000967,     0.000916,     0.000877,      0.00322,     5.37e-05,       0.00017019,        3.387e-08,       0.00017023,     0.000207,     0.000496,     0.000191,     0.000211,     0.000227,     0.000232,     0.000215,     0.000509,     0.000329,     0.000482,     0.000534,     0.000463,     0.000286,     4.76e-06
       969, 234576.609,    0.005,       0.00022449,       1.2749e-06,       0.00022576,     0.000368,     0.000569,     0.000314,     0.000409,     0.000439,     0.000389,     0.000388,     0.000552,     0.000535,       0.0006,     0.000541,     0.000557,      0.00207,     3.45e-05,       0.00011459,       3.2802e-08,       0.00011462,     0.000186,     0.000407,     0.000173,      0.00019,     0.000201,     0.000202,     0.000191,     0.000414,     0.000285,     0.000408,     0.000398,     0.000376,      0.00034,     5.66e-06
       970, 234821.411,    0.005,       0.00026307,       1.5068e-06,       0.00026458,      0.00039,     0.000615,     0.000336,     0.000352,     0.000466,     0.000426,     0.000395,     0.000593,     0.000482,     0.000656,     0.000615,     0.000586,      0.00214,     3.56e-05,       0.00010982,       2.4255e-08,       0.00010984,     0.000185,     0.000398,     0.000174,     0.000184,       0.0002,     0.000197,     0.000189,     0.000408,     0.000281,     0.000396,     0.000382,     0.000367,     0.000241,     4.02e-06
       971, 235069.672,    0.005,       0.00023101,       2.0587e-06,       0.00023307,     0.000359,     0.000571,     0.000304,     0.000356,     0.000436,      0.00038,     0.000369,     0.000556,     0.000481,     0.000602,     0.000563,      0.00055,      0.00224,     3.73e-05,       0.00011862,       2.4778e-08,       0.00011864,     0.000185,     0.000414,     0.000175,     0.000184,     0.000198,     0.000199,     0.000189,     0.000432,     0.000278,     0.000403,     0.000385,     0.000374,     0.000247,     4.12e-06
       972, 235320.414,    0.005,       0.00028741,       1.9253e-06,       0.00028933,     0.000416,     0.000644,     0.000357,     0.000384,     0.000501,     0.000437,      0.00042,     0.000622,     0.000505,     0.000686,     0.000639,     0.000613,      0.00253,     4.22e-05,       0.00010737,       3.9263e-08,       0.00010741,     0.000184,     0.000394,     0.000173,     0.000181,     0.000198,       0.0002,     0.000188,     0.000404,     0.000274,     0.000392,     0.000372,      0.00036,     0.000381,     6.35e-06
       973, 235564.994,    0.005,       0.00024346,       2.5467e-06,       0.00024601,     0.000375,     0.000592,     0.000314,     0.000366,     0.000462,     0.000387,     0.000382,     0.000559,     0.000498,     0.000645,     0.000584,     0.000572,       0.0024,     4.01e-05,       0.00010556,       4.0924e-08,       0.00010561,     0.000182,      0.00039,     0.000171,     0.000181,     0.000197,     0.000193,     0.000186,     0.000401,     0.000269,      0.00039,     0.000358,     0.000355,     0.000386,     6.44e-06
       974, 235809.733,    0.005,       0.00019176,       2.1409e-06,        0.0001939,      0.00034,     0.000526,     0.000295,     0.000359,     0.000404,     0.000347,     0.000351,     0.000519,     0.000469,     0.000546,      0.00049,     0.000506,      0.00242,     4.03e-05,       9.5066e-05,       2.5918e-08,       9.5092e-05,     0.000182,      0.00037,     0.000171,     0.000179,     0.000196,     0.000191,     0.000184,     0.000374,     0.000269,      0.00038,     0.000333,     0.000339,     0.000265,     4.41e-06
       975, 236055.411,    0.005,       0.00034123,        2.227e-06,       0.00034346,      0.00043,     0.000701,     0.000367,     0.000414,     0.000515,     0.000478,     0.000443,     0.000686,     0.000557,     0.000728,     0.000733,     0.000676,      0.00236,     3.93e-05,       0.00014734,       3.3251e-08,       0.00014737,     0.000201,     0.000461,     0.000192,     0.000194,     0.000213,     0.000214,     0.000203,     0.000499,     0.000296,     0.000422,     0.000421,      0.00041,     0.000338,     5.64e-06
       976, 236308.158,    0.005,       0.00022947,       1.4186e-06,       0.00023089,     0.000381,     0.000575,      0.00032,     0.000415,     0.000461,     0.000406,     0.000401,     0.000546,     0.000548,     0.000617,     0.000574,     0.000571,      0.00198,      3.3e-05,       0.00010142,       3.4227e-08,       0.00010145,     0.000183,     0.000383,     0.000171,     0.000185,     0.000198,       0.0002,     0.000188,     0.000393,     0.000279,      0.00038,     0.000358,     0.000353,      0.00034,     5.67e-06
       977, 236557.371,    0.005,        0.0003424,       4.8747e-06,       0.00034727,     0.000436,     0.000702,     0.000356,     0.000484,     0.000543,     0.000464,     0.000462,     0.000655,     0.000659,     0.000769,       0.0007,     0.000696,      0.00336,     5.61e-05,        0.0001185,       4.4702e-08,       0.00011854,     0.000193,     0.000414,     0.000176,     0.000196,     0.000212,     0.000214,       0.0002,     0.000418,     0.000297,     0.000416,     0.000412,     0.000386,     0.000409,     6.82e-06
       978, 236806.529,    0.005,       0.00025205,       2.2006e-06,       0.00025425,     0.000384,     0.000602,     0.000325,     0.000416,     0.000465,       0.0004,     0.000402,     0.000576,     0.000551,     0.000645,     0.000588,      0.00059,      0.00239,     3.99e-05,       0.00010434,       5.9911e-08,        0.0001044,     0.000182,     0.000388,     0.000169,     0.000182,     0.000199,     0.000198,     0.000187,     0.000392,     0.000275,     0.000395,     0.000369,     0.000358,     0.000443,     7.38e-06
       979, 237052.857,    0.005,       0.00040184,       6.2027e-06,       0.00040804,     0.000468,     0.000757,     0.000397,     0.000453,     0.000566,     0.000498,     0.000479,     0.000742,     0.000612,     0.000792,     0.000743,     0.000722,      0.00309,     5.15e-05,        0.0001097,       7.3293e-08,       0.00010977,     0.000187,     0.000398,     0.000173,     0.000187,     0.000204,     0.000202,     0.000192,     0.000407,     0.000277,     0.000398,     0.000378,     0.000365,     0.000566,     9.43e-06
       980, 237298.752,    0.005,       0.00061293,       9.0529e-06,       0.00062198,     0.000571,      0.00094,     0.000476,     0.000587,     0.000704,     0.000589,     0.000589,     0.000885,     0.000827,      0.00102,     0.000949,     0.000921,      0.00401,     6.68e-05,       0.00012744,       2.8638e-08,       0.00012747,       0.0002,     0.000429,     0.000186,     0.000198,     0.000218,     0.000219,     0.000205,     0.000445,     0.000292,     0.000416,     0.000423,     0.000394,     0.000263,     4.39e-06
       981, 237550.969,    0.005,       0.00025926,       1.0858e-06,       0.00026035,      0.00037,     0.000603,     0.000323,     0.000351,     0.000436,     0.000381,     0.000373,     0.000612,     0.000468,     0.000601,     0.000597,      0.00057,      0.00174,      2.9e-05,       0.00012046,       4.6222e-08,        0.0001205,     0.000186,     0.000417,     0.000172,     0.000187,     0.000203,     0.000205,     0.000192,     0.000431,     0.000287,     0.000408,     0.000406,     0.000383,     0.000359,     5.99e-06
       982, 237798.858,    0.005,        0.0002104,       1.2867e-06,       0.00021168,     0.000362,     0.000551,      0.00031,     0.000369,     0.000437,     0.000372,     0.000372,     0.000514,      0.00051,     0.000608,     0.000526,     0.000539,      0.00206,     3.44e-05,       9.4935e-05,       3.2712e-08,       9.4968e-05,     0.000182,      0.00037,     0.000171,     0.000184,     0.000195,     0.000195,     0.000186,      0.00038,     0.000272,     0.000369,     0.000338,      0.00034,     0.000279,     4.65e-06
       983, 238044.525,    0.005,       0.00021394,       1.4151e-06,       0.00021535,     0.000345,     0.000555,     0.000304,     0.000345,     0.000406,     0.000344,      0.00035,      0.00056,     0.000462,     0.000562,     0.000516,     0.000525,      0.00213,     3.54e-05,       0.00010249,       2.5208e-08,       0.00010251,     0.000183,     0.000385,     0.000173,     0.000186,     0.000196,     0.000192,     0.000187,     0.000394,     0.000272,     0.000384,     0.000354,     0.000351,     0.000264,      4.4e-06
       984, 238289.302,    0.005,       0.00019326,       1.2253e-06,       0.00019448,     0.000334,     0.000528,     0.000292,     0.000339,     0.000392,     0.000338,     0.000341,     0.000527,     0.000456,     0.000538,      0.00051,     0.000508,      0.00197,     3.29e-05,       9.5236e-05,       2.2732e-08,       9.5259e-05,     0.000179,     0.000371,     0.000169,     0.000182,     0.000192,     0.000192,     0.000184,     0.000378,     0.000265,     0.000374,     0.000339,     0.000339,     0.000247,     4.11e-06
       985, 238535.433,    0.005,       0.00033436,       1.5142e-06,       0.00033587,     0.000448,     0.000694,     0.000374,     0.000422,     0.000553,     0.000469,     0.000455,     0.000649,     0.000577,      0.00077,     0.000658,     0.000664,      0.00209,     3.49e-05,       0.00014254,       3.6432e-08,       0.00014257,     0.000196,     0.000454,     0.000179,     0.000191,     0.000217,     0.000216,     0.000201,     0.000462,     0.000301,     0.000451,     0.000467,      0.00042,     0.000377,     6.28e-06
